text,is_bold,font_size,font_size_rank,centeredness,spacing_before,spacing_after,is_valid_length,page_no
"container. Docker isn’t the simplest way of deploying Go web applications, but it’s",0,9,0.21,0.14,0.0,0.0,0,299
"probably going to be one of the more popular ways. Also, after you’ve done it once",0,9,0.21,0.14,0.0,0.0,0,299
"locally, you can duplicate the process almost effortlessly on multiple cloud providers,",0,9,0.21,0.14,0.0,0.0,0,299
both private and public. This is the power of Docker and now you know how to use it.,0,9,0.21,0.14,0.0,0.0,0,299
I’ve left out a lot of details to keep the section and the chapter brief and focused. If,0,9,0.21,0.17,0.0,0.0,0,299
"you’re interested in Docker (and it’s a very interesting new tool), spend more time",0,9,0.21,0.14,0.0,0.0,0,299
reading the online documentation (,0,9,0.3,0.14,0.0,0.0,1,299
https://docs.docker.com,0,9,0.21,0.46,0.0,0.0,1,299
) and various articles,0,9,0.21,0.66,0.0,0.0,1,299
that have been written about it.,0,9,0.3,0.14,0.0,0.02,1,299
10.5 Comparison of deployment methods,1,12,0.54,0.07,0.02,0.01,1,299
"Before I end this chapter, let’s recap in a table the various types of deployment meth-",0,9,0.21,0.14,0.01,0.0,0,299
"ods we discussed. There are many more other ways of deploying a web application,",0,9,0.21,0.14,0.0,0.0,0,299
and table 10.1 shows only some of them.,0,9,0.3,0.14,0.0,0.02,1,299
Table 10.1 Comparison of Go web application deployment methods,1,7,0.44,0.14,0.02,0.02,1,299
Standalone Heroku,1,7,0.35,0.36,0.02,0.0,1,299
GAE Docker,1,7,0.35,0.64,0.0,0.02,1,299
Type Public/private,0,7,0.26,0.15,0.02,0.0,1,299
Public Public,0,7,0.17,0.47,0.0,0.0,1,299
Public/private,0,7,0.17,0.73,0.0,0.01,1,299
Code change None,0,7,0.26,0.15,0.01,0.0,1,299
Low Medium,0,7,0.17,0.47,0.0,0.0,1,299
None,0,7,0.17,0.73,0.0,0.01,1,299
Systems work High,0,7,0.26,0.15,0.01,0.0,1,299
None None,0,7,0.17,0.47,0.0,0.0,1,299
Medium,0,7,0.17,0.73,0.0,0.01,1,299
Maintenance High,0,7,0.26,0.15,0.01,0.0,1,299
None None,0,7,0.17,0.47,0.0,0.0,1,299
Medium,0,7,0.17,0.73,0.0,0.01,1,299
Ease of deployment Low,0,7,0.26,0.15,0.01,0.0,1,299
High Medium,0,7,0.17,0.47,0.0,0.0,1,299
Low,0,7,0.08,0.73,0.0,0.01,0,299
Platform support None,0,7,0.26,0.15,0.01,0.0,1,299
Low High,0,7,0.17,0.47,0.0,0.0,1,299
Low,0,7,0.08,0.73,0.0,0.01,0,299
Tie-in to platform None,0,7,0.26,0.15,0.01,0.0,1,299
Low High,0,7,0.17,0.47,0.0,0.0,1,299
Low,0,7,0.08,0.73,0.0,0.01,0,299
Scalability None,0,7,0.26,0.15,0.01,0.0,1,299
Medium High,0,7,0.17,0.47,0.0,0.0,1,299
High,0,7,0.17,0.73,0.0,0.01,1,299
Remarks In this bare-,0,7,0.26,0.15,0.01,0.0,1,299
Heroku is a lib- GAE is a restric-,0,7,0.17,0.47,0.0,0.0,1,299
Docker is an up-,0,7,0.17,0.73,0.0,0.0,1,299
bones deploy- eral public PaaS,0,7,0.17,0.34,0.0,0.0,1,299
tive public PaaS and-coming tech-,0,7,0.17,0.6,0.0,0.0,1,299
"ment, you need where you’re",0,7,0.17,0.34,0.0,0.0,1,299
where you’re nology with a lot,0,7,0.17,0.6,0.0,0.0,1,299
to do almost able to do,0,7,0.17,0.34,0.0,0.0,1,299
tied into the GAE of interest and,0,7,0.17,0.6,0.0,0.0,1,299
everything on almost any-,0,7,0.17,0.34,0.0,0.0,1,299
platform. support in both,0,7,0.17,0.6,0.0,0.0,1,299
"your own. thing, with a few",0,7,0.17,0.34,0.0,0.0,1,299
public and pri-,0,7,0.17,0.73,0.0,0.0,1,299
exceptions.,0,7,0.17,0.47,0.0,0.0,1,299
vate deploy-,0,7,0.17,0.73,0.0,0.0,1,299
ments.,0,7,0.17,0.73,0.0,0.0,1,299
280,1,9,0.39,0.06,0.0,0.0,0,300
Deploying Go,1,9,0.39,0.44,0.0,0.0,1,300
C 10,1,7,0.35,0.35,0.0,0.0,1,300
HAPTER,1,6,0.33,0.36,0.0,0.03,1,300
10.6 Summary,1,12,0.54,0.06,0.03,0.01,1,300
The most simple way to deploy a Go web service is to place the binary execut-,0,9,0.21,0.18,0.01,0.0,0,300
■,0,4,0.11,0.15,0.0,0.01,0,300
"able file(s) directly on a server, either a VM or an actual physical server, and",0,9,0.21,0.18,0.01,0.0,0,300
configure Upstart to start it and keep it running continually.,0,9,0.3,0.18,0.0,0.01,1,300
"Deploying to Heroku, which is one of the simplest PaaSes around, is straightfor-",0,9,0.21,0.18,0.01,0.0,0,300
■,0,4,0.11,0.15,0.0,0.01,0,300
"ward and involves only minor modifications, generating local dependencies",0,9,0.21,0.18,0.01,0.0,0,300
using Godep and creating a Procfile. Pushing these all to Heroku’s Git reposi-,0,9,0.21,0.18,0.0,0.0,0,300
tory will deploy the web application.,0,9,0.3,0.18,0.0,0.01,1,300
"Deploying to GAE , Google’s powerful but sandboxed PaaS, is a bit more",0,9,0.3,0.18,0.01,0.0,1,300
■,0,4,0.11,0.15,0.0,0.01,0,300
"involved, but this is compensated for by the fact that the web service deployed is",0,9,0.21,0.18,0.01,0.0,0,300
very scalable. There are a number of limitations with,0,9,0.3,0.18,0.0,0.0,1,300
"GAE , mostly involving",0,9,0.21,0.64,0.0,0.0,1,300
using services that are outside the,0,9,0.3,0.18,0.0,0.0,1,300
GAE sandbox.,0,9,0.21,0.46,0.0,0.01,1,300
Docker is a new and powerful way of deploying web services and applications.,0,9,0.21,0.18,0.01,0.0,0,300
■,0,4,0.11,0.15,0.0,0.01,0,300
"But compared to other solutions, it’s much more involved. You need to docker-",0,9,0.21,0.18,0.01,0.0,0,300
"ize your Go web service into a container, deploy it to a local Docker host, and",0,9,0.21,0.18,0.0,0.0,0,300
then deploy it to a remote Docker host on the cloud.,0,9,0.3,0.18,0.0,0.0,1,300
appendix,1,30,0.79,0.64,0.0,0.0,1,301
Installing and setting up Go,1,30,0.79,0.22,0.0,0.06,1,301
Installing Go,1,12,0.54,0.1,0.06,0.01,1,301
"Before you can write your first line of Go code, you’ll need to set up the environ-",0,9,0.21,0.17,0.01,0.0,0,301
ment. Let’s start off with installing Go. The latest version of Go as of this writing is,0,9,0.21,0.17,0.0,0.0,0,301
"Go 1.6. To install Go, you can either download or use the official binary distribu-",0,9,0.21,0.17,0.0,0.0,0,301
"tions, or you can install Go from source.",0,9,0.3,0.17,0.0,0.0,1,301
Official binary distributions are available for,0,9,0.3,0.19,0.0,0.0,1,301
"F ree BSD (release 8 and above),",0,9,0.21,0.58,0.0,0.0,1,301
"Linux (2.6.23 and above),",0,9,0.3,0.17,0.0,0.0,1,301
"M ac OS X (Snow Leopard and above), and Windows (",0,9,0.21,0.38,0.0,0.0,1,301
XP,0,9,0.12,0.82,0.0,0.0,0,301
and above). Both 32-bt (386) and 64-bit (amd64) x86 processor architectures are,0,9,0.21,0.17,0.0,0.0,0,301
"supported. For F ree BSD and Linux,",0,9,0.3,0.17,0.0,0.0,1,301
ARM processor architecture is also supported.,0,9,0.21,0.46,0.0,0.0,1,301
"To install Go, download the distribution package from",0,9,0.3,0.19,0.0,0.0,1,301
https://golang.org/dl/,0,9,0.21,0.64,0.0,0.0,1,301
Choose the file appropriate for your platform. Once you have the distribution,0,9,0.21,0.19,0.0,0.0,0,301
"package, install Go according to your platform of choice. Note that although Go",0,9,0.21,0.17,0.0,0.0,0,301
"doesn’t have a dependency on any source code versioning system, some Go tools",0,9,0.21,0.17,0.0,0.0,0,301
"like go get need it, so to make your life a bit easier you should download and install",0,9,0.21,0.17,0.0,0.0,0,301
them as you’re installing Go.,0,9,0.3,0.17,0.0,0.0,1,301
You can get the following source code versioning systems here:,0,9,0.3,0.19,0.0,0.01,1,301
Mercurial — http://mercurial.selenic.com,1,9,0.39,0.22,0.01,0.0,1,301
■,0,4,0.11,0.19,0.0,0.01,0,301
Subversion — http://subversion.apache.org,1,9,0.39,0.22,0.01,0.0,1,301
■,0,4,0.11,0.19,0.0,0.01,0,301
Git — http://git-scm.com,1,9,0.39,0.22,0.01,0.0,1,301
■,0,4,0.11,0.19,0.0,0.01,0,301
Bazaar — http://bazaar.canonical.com,1,9,0.39,0.22,0.01,0.0,1,301
■,0,4,0.11,0.19,0.0,0.02,0,301
Linux/FreeBSD,1,10,0.5,0.1,0.02,0.01,1,301
To install on Linux or F ree,0,9,0.3,0.17,0.01,0.0,1,301
"BSD , you’d likely download go",0,9,0.21,0.39,0.0,0.0,1,301
<VERSION>.<OS>-<ARCHI-,0,9,0.21,0.64,0.0,0.01,1,301
.tar.gz. The latest Go for Linux on a 64-bit architecture is go1.3.3.linux-,0,9,0.12,0.25,0.01,0.0,0,301
TECTURE>,0,9,0.3,0.17,0.0,0.0,1,301
amd64.tar.gz.,0,9,0.3,0.17,0.0,0.0,1,301
282,1,9,0.39,0.06,0.0,0.0,0,302
Installing and setting up Go,1,9,0.39,0.39,0.0,0.0,1,302
A,1,7,0.26,0.31,0.0,0.0,0,302
PPENDIX,1,6,0.33,0.32,0.0,0.03,1,302
"Once you’ve downloaded the archive, extract it to /usr/local. Add /usr/local/go/",0,9,0.21,0.15,0.03,0.0,0,302
bin to the PATH environment variable. You can do this by adding this line to your /,0,9,0.21,0.13,0.0,0.0,0,302
etc/profile (for a systemwide installation) or,0,9,0.3,0.13,0.0,0.0,1,302
$HOME /.profile:,0,9,0.21,0.49,0.0,0.01,1,302
export PATH=$PATH:/usr/local/go/bin,0,7,0.26,0.13,0.01,0.02,1,302
Windows,1,10,0.5,0.06,0.02,0.01,1,302
You can use either the,0,9,0.3,0.13,0.01,0.0,1,302
installer (download the,0,9,0.21,0.34,0.0,0.0,1,302
file) or the zip archive. Install-,0,9,0.21,0.57,0.0,0.0,1,302
MSI,0,9,0.12,0.31,0.0,0.0,0,302
MSI,0,9,0.12,0.54,0.0,0.01,0,302
ing from the MSI is easier—open the,0,9,0.3,0.13,0.01,0.0,1,302
MSI installer and follow the instructions to install,0,9,0.21,0.43,0.0,0.0,1,302
Go. By default the installer will place Go in c:\Go and set up c:\Go\bin in your,0,9,0.21,0.13,0.0,0.0,0,302
PATH environment variable.,0,9,0.3,0.13,0.0,0.0,1,302
"Using the zip archive is easy as well. Extract the files into a directory (for example,",0,9,0.21,0.15,0.0,0.0,0,302
PATH variable.,0,9,0.21,0.49,0.0,0.0,1,302
c:\Go) and add the bin subdirectory to your,0,9,0.3,0.13,0.0,0.02,1,302
Mac OS X,1,10,0.5,0.06,0.02,0.01,1,302
For Mac OS X you can download the appropriate,0,9,0.3,0.13,0.01,0.0,1,302
PKG file (same format as earlier) and,0,9,0.21,0.53,0.0,0.0,1,302
/ usr/local/go,0,9,0.21,0.71,0.0,0.0,1,302
run through the installation. The package will install the distribution to,0,9,0.21,0.13,0.0,0.0,0,302
PATH environment variable. You’ll,0,9,0.21,0.55,0.0,0.0,1,302
and place the /usr/local/go/bin directory in your,0,9,0.3,0.13,0.0,0.0,1,302
"need to restart your Terminal, or run this in your Terminal:",0,9,0.3,0.13,0.0,0.01,1,302
$ source ~/.profile,0,7,0.26,0.13,0.01,0.01,1,302
Alternatively you can use Homebrew to install Go. This can be as simple as,0,9,0.21,0.13,0.01,0.01,0,302
$ brew install go,0,7,0.26,0.13,0.01,0.02,1,302
Setting up Go,1,12,0.54,0.06,0.02,0.01,1,302
"Now that you’ve installed Go, you need to set it up properly. Go development tools are",0,9,0.21,0.13,0.01,0.0,0,302
"designed to work with code maintained in public repositories, and the model is the",0,9,0.21,0.13,0.0,0.0,0,302
same regardless if you’re developing an open source program or something else.,0,9,0.34,0.13,0.0,0.27,0,302
Figure 1 Directory structure,1,7,0.49,0.63,0.27,0.0,1,302
of a Go workspace,1,7,0.35,0.63,0.0,0.0,1,302
283,1,9,0.3,0.82,0.0,0.0,0,303
Setting up Go,1,9,0.39,0.41,0.0,0.03,1,303
Go code is developed in a,0,9,0.3,0.17,0.03,0.0,1,303
workspace . A workspace is a directory with three subdirec-,1,9,0.39,0.38,0.0,0.0,1,303
tories (see figure 1):,0,9,0.3,0.14,0.0,0.01,1,303
"src contains Go source files, which are organized in packages, with one subdi-",0,9,0.21,0.19,0.01,0.0,0,303
■,0,4,0.11,0.17,0.0,0.01,0,303
rectory in the src directory representing one package.,0,9,0.3,0.19,0.01,0.01,1,303
pkg contains package objects.,0,9,0.3,0.19,0.01,0.0,1,303
■,0,4,0.11,0.17,0.0,0.01,0,303
bin contains executable binary files.,0,9,0.3,0.19,0.01,0.0,1,303
■,0,4,0.11,0.17,0.0,0.02,0,303
"How this works is simple. When you compile Go code, it creates either packages",0,9,0.21,0.14,0.02,0.0,0,303
(libraries) or binary executable files. These packages or binaries are placed in the pkg,0,9,0.21,0.14,0.0,0.0,0,303
"and bin directories, respectively. In figure A.1, we have the simple web application",0,9,0.21,0.14,0.0,0.0,0,303
"first_webapp as a subdirectory in the src directory, with the source code file",0,9,0.21,0.14,0.0,0.0,0,303
"webapp.go. Once you compile the source code, it generates a binary that’s stored in",0,9,0.21,0.14,0.0,0.0,0,303
the bin directory of the workspace.,0,9,0.3,0.14,0.0,0.0,1,303
GOPATH environment variable. You,0,9,0.21,0.56,0.0,0.0,1,303
"To set up your workspace, you need to set the",0,9,0.3,0.17,0.0,0.0,1,303
can use any directory you like (except for your Go installation). Say we want to set up,0,9,0.21,0.14,0.0,0.0,0,303
the workspace at $HOME,0,9,0.3,0.14,0.0,0.0,1,303
/go in Linux/ F ree BSD or,0,9,0.21,0.35,0.0,0.0,1,303
M ac OS X . Go to the console (or,0,9,0.21,0.57,0.0,0.0,1,303
Terminal in M ac OS X ) and enter this:,0,9,0.3,0.14,0.0,0.01,1,303
$ mkdir $HOME/go,0,7,0.26,0.14,0.01,0.0,1,303
$ export GOPATH=$HOME/go,0,7,0.26,0.14,0.0,0.02,1,303
"To set things up permanently, you can add the following lines in your ~/.profile or ~/",0,9,0.21,0.14,0.02,0.0,0,303
.bashrc file (if you’re using bash):,0,9,0.3,0.14,0.0,0.01,1,303
export GOPATH=$HOME/go,0,7,0.26,0.14,0.01,0.01,1,303
PATH .,0,9,0.21,0.8,0.01,0.0,1,303
For convenience you should also add your workspace’s bin directory to your,0,9,0.21,0.14,0.0,0.0,0,303
Doing so will allow you to execute the binaries of your compiled Go code:,0,9,0.21,0.14,0.0,0.01,0,303
$ export PATH=$PATH:$GOPATH/bin,0,7,0.26,0.14,0.01,0.0,1,303
284,1,9,0.39,0.06,0.0,0.0,0,304
Installing and setting up Go,1,9,0.39,0.39,0.0,0.0,1,304
A,1,7,0.26,0.31,0.0,0.0,0,304
PPENDIX,1,6,0.33,0.32,0.0,0.0,1,304
index,1,30,0.79,0.72,0.0,0.05,1,305
Symbols,1,9,0.48,0.07,0.05,0.0,1,305
action tags 121,0,9,0.21,0.34,0.0,0.0,1,305
AutoMigrate method 151,0,9,0.21,0.6,0.0,0.0,1,305
averageColor function 241,0,9,0.21,0.6,0.0,0.0,1,305
"actions 33, 98, 102–109",0,9,0.21,0.34,0.0,0.0,1,305
` character 165,0,9,0.3,0.07,0.0,0.0,1,305
AWS (Amazon Web,0,9,0.21,0.6,0.0,0.0,1,305
conditional actions 102–103,0,9,0.21,0.36,0.0,0.0,1,305
_ character 141,0,9,0.3,0.07,0.0,0.0,1,305
Services) 257,0,9,0.21,0.64,0.0,0.0,1,305
converting actions to,0,9,0.21,0.36,0.0,0.0,1,305
: character 165,0,9,0.3,0.07,0.0,0.0,1,305
resources 162,0,9,0.21,0.37,0.0,0.0,1,305
? character 15,0,9,0.3,0.07,0.0,0.0,1,305
converting to resources 162,0,9,0.21,0.36,0.0,0.0,1,305
B,1,9,0.3,0.6,0.0,0.0,0,305
". character 33, 36, 99, 102, 104",0,9,0.3,0.07,0.0,0.0,1,305
include actions 107–109,0,9,0.21,0.36,0.0,0.0,1,305
"{{ }} characters 99, 102",0,9,0.3,0.07,0.0,0.0,1,305
iterator actions 104–105,0,9,0.21,0.36,0.0,0.0,1,305
backticks 165,0,9,0.21,0.6,0.0,0.0,1,305
@ character 15,0,9,0.3,0.07,0.0,0.0,1,305
making properties of,0,9,0.21,0.36,0.0,0.0,1,305
BBD (behavior-driven,0,9,0.21,0.6,0.0,0.0,1,305
/ character 15,0,9,0.3,0.07,0.0,0.0,1,305
resources 163,0,9,0.21,0.37,0.0,0.0,1,305
development) 216,0,9,0.21,0.64,0.0,0.0,1,305
"// character 14 & character 15, 75, 139",0,9,0.3,0.07,0.0,0.0,1,305
set actions 105–107,0,9,0.21,0.36,0.0,0.0,1,305
BBS (bulletin board systems) 23,0,9,0.21,0.6,0.0,0.0,1,305
Active Server Pages. See ASP,1,9,0.39,0.34,0.0,0.0,1,305
behavior-driven development.,0,9,0.21,0.6,0.0,0.0,1,305
# character 15,0,9,0.3,0.07,0.0,0.0,1,305
"active templates 18 Add method 89, 231–232, 252",0,9,0.21,0.34,0.0,0.0,1,305
bench flag 198 See BBD,1,9,0.39,0.6,0.0,0.0,1,305
% character 15,0,9,0.3,0.07,0.0,0.0,1,305
= character 75,0,9,0.3,0.07,0.0,0.0,1,305
Allow response header 14,0,9,0.21,0.34,0.0,0.0,1,305
bench_test.go file 197,0,9,0.21,0.6,0.0,0.0,1,305
| character 110,0,9,0.3,0.07,0.0,0.0,1,305
allPosts variable 131,0,9,0.21,0.34,0.0,0.0,1,305
benchmarking 197–200,0,9,0.21,0.6,0.0,0.0,1,305
$ character 110,0,9,0.3,0.07,0.0,0.0,1,305
Amazon Web Services. See AWS,1,9,0.39,0.34,0.0,0.0,1,305
BER (Basic Encoding Rules) 54,0,9,0.21,0.6,0.0,0.0,1,305
bidirectional 233,0,9,0.21,0.6,0.0,0.0,1,305
"ampersand character 15, 75,",0,9,0.21,0.34,0.0,0.0,1,305
Numerics,1,9,0.48,0.07,0.0,0.0,1,305
bin subdirectory 283,0,9,0.21,0.6,0.0,0.0,1,305
139,0,9,0.12,0.37,0.0,0.0,0,305
blank identifier 32,0,9,0.21,0.6,0.0,0.0,1,305
Angular.js library 174,0,9,0.21,0.34,0.0,0.0,1,305
"block action, using to define",0,9,0.21,0.6,0.0,0.0,1,305
1XX status code class 13,0,9,0.3,0.07,0.0,0.0,1,305
app.yaml file 270,0,9,0.21,0.34,0.0,0.0,1,305
default templates 123–124,0,9,0.21,0.64,0.0,0.0,1,305
2XX status code class 13,0,9,0.3,0.07,0.0,0.0,1,305
"application design, ChitChat",0,9,0.21,0.34,0.0,0.0,1,305
blue_hello.html file 122–123,0,9,0.21,0.6,0.0,0.0,1,305
3XX status code class 13,0,9,0.3,0.07,0.0,0.0,1,305
internet forum 24,0,9,0.21,0.37,0.0,0.0,1,305
Body field 73,0,9,0.21,0.6,0.0,0.0,1,305
4XX status code class 13,0,9,0.3,0.07,0.0,0.0,1,305
"application/json 82, 186",0,9,0.21,0.34,0.0,0.0,1,305
browser support for request,0,9,0.21,0.6,0.0,0.0,1,305
5XX status code class 13,0,9,0.3,0.07,0.0,0.0,1,305
application/soap+xml 158,0,9,0.21,0.34,0.0,0.0,1,305
methods 11,0,9,0.21,0.64,0.0,0.0,1,305
"500 status code 184, 188",0,9,0.3,0.07,0.0,0.0,1,305
application/x-www-form-,0,9,0.21,0.34,0.0,0.0,1,305
"buffered channels 233, 235–236 bulletin board systems. See BBS",1,9,0.39,0.6,0.0,0.0,1,305
501 Not Implemented status code 84,0,9,0.3,0.07,0.0,0.0,1,305
"urlencoded 75, 77–78, 82",0,9,0.21,0.37,0.0,0.0,1,305
"applications, defined 7, 263 arguments 110–111",0,9,0.21,0.34,0.0,0.0,1,305
ByName method 66,0,9,0.21,0.6,0.0,0.0,1,305
bytes.Buffer struct 133,0,9,0.21,0.6,0.0,0.0,1,305
A,1,9,0.39,0.07,0.0,0.0,0,305
ASN.1 (Abstract Syntax Notation,0,9,0.21,0.34,0.0,0.0,1,305
One) 54,0,9,0.21,0.37,0.0,0.0,1,305
C,1,9,0.3,0.6,0.0,0.0,0,305
ASP (Active Server Pages) 18,0,9,0.21,0.34,0.0,0.0,1,305
Abstract Syntax Notation One.,0,9,0.3,0.07,0.0,0.0,1,305
Assert function 212,0,9,0.21,0.34,0.0,0.0,1,305
See ASN.1,1,9,0.48,0.11,0.0,0.0,1,305
authenticate function 30,0,9,0.21,0.34,0.0,0.0,1,305
Accept header field 12,0,9,0.3,0.07,0.0,0.0,1,305
CA (certificate authority) 52,0,9,0.21,0.6,0.0,0.0,1,305
Author field 139,0,9,0.21,0.34,0.0,0.0,1,305
Accept-Charset header field 12,0,9,0.3,0.07,0.0,0.0,1,305
callerA function 237,0,9,0.21,0.6,0.0,0.0,1,305
Author struct 165,0,9,0.21,0.34,0.0,0.0,1,305
"access control, using",0,9,0.3,0.07,0.0,0.0,1,305
callerB function 237,0,9,0.21,0.6,0.0,0.0,1,305
cookies 30–32,0,9,0.3,0.11,0.0,0.0,1,305
cargo cult programming 48,0,9,0.21,0.6,0.0,0.0,1,305
Authorization header field 12,0,9,0.21,0.34,0.0,0.0,1,305
286,1,9,0.39,0.06,0.0,0.0,0,306
INDEX,1,6,0.33,0.42,0.0,0.03,1,306
carriage return. See CR,1,9,0.48,0.06,0.03,0.0,1,306
concurrency 223–255,0,9,0.21,0.32,0.0,0.0,1,306
csvFile variable 131,0,9,0.21,0.59,0.0,0.0,1,306
Caught statement 235,0,9,0.3,0.06,0.0,0.0,1,306
channels 232–240,0,9,0.21,0.34,0.0,0.0,1,306
cURL command 185,0,9,0.21,0.59,0.0,0.0,1,306
certificate authority. See CA,1,9,0.48,0.06,0.0,0.0,1,306
buffered 235–236,0,9,0.21,0.36,0.0,0.0,1,306
"cut function 248, 250–252",0,9,0.21,0.59,0.0,0.0,1,306
Certificate struct 54,0,9,0.3,0.06,0.0,0.0,1,306
message passing with,0,9,0.21,0.36,0.0,0.0,1,306
234–235,0,9,0.21,0.38,0.0,0.0,1,306
CGI (Common Gateway,0,9,0.3,0.06,0.0,0.0,1,306
D,1,9,0.3,0.59,0.0,0.0,0,306
selecting 237–240,0,9,0.21,0.36,0.0,0.0,1,306
Interface) 9,0,9,0.3,0.09,0.0,0.0,1,306
chaining handlers and handler,0,9,0.3,0.06,0.0,0.0,1,306
synchronization with,0,9,0.21,0.36,0.0,0.0,1,306
"data model, ChitChat internet",0,9,0.21,0.59,0.0,0.0,1,306
difference from 233–234,0,9,0.21,0.34,0.0,0.0,1,306
"channels 232–240 functions 59, 62",0,9,0.3,0.06,0.0,0.0,1,306
forum 26,0,9,0.21,0.62,0.0,0.0,1,306
Data Security Standard 51,0,9,0.21,0.59,0.0,0.0,1,306
parallelism 223–225,0,9,0.21,0.36,0.0,0.0,1,306
buffered 235–236,0,9,0.3,0.07,0.0,0.0,1,306
"data.Encrypt 30–31 data.go file 181, 204, 258",0,9,0.21,0.59,0.0,0.0,1,306
goroutines 225–232,0,9,0.21,0.34,0.0,0.0,1,306
message passing with 234–235,0,9,0.3,0.07,0.0,0.0,1,306
performance and 228–231,0,9,0.21,0.36,0.0,0.0,1,306
selecting 237–240,0,9,0.3,0.07,0.0,0.0,1,306
data.Session function 32,0,9,0.21,0.59,0.0,0.0,1,306
using 225–228,0,9,0.21,0.36,0.0,0.0,1,306
synchronization with 233–234,0,9,0.3,0.07,0.0,0.0,1,306
data.UserbyEmail 30,0,9,0.21,0.59,0.0,0.0,1,306
waiting for 231–232,0,9,0.21,0.36,0.0,0.0,1,306
Check function 212,0,9,0.3,0.06,0.0,0.0,1,306
database management systems.,0,9,0.21,0.59,0.0,0.0,1,306
photo mosaic web application,0,9,0.21,0.34,0.0,0.0,1,306
